Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL
2022-07-11,6692755,5040787,4105146,4376404,19767052,16136433,31941241,17999338,20394478,12042888,40600513,7383004,41614835,21202357
2022-07-12,1814842,35175751,3148965,5459948,51922608,14036723,15983910,39140936,16768042,20320339,40877545,6188414,58430992,28589466
2022-07-13,4026463,14148796,5720766,7732170,13305319,8843987,16222504,44200065,14510599,14668566,33889786,6333495,13277241,26747590
2022-07-14,3768630,17481330,2428685,3911683,37956405,14054194,32339057,24491134,13202734,4647067,34713221,6406198,60012285,25084834
2022-07-15,5345825,13534569,11319119,4155285,22827890,9035939,51544710,23886482,21640343,17212665,67546162,5806261,70158124,12112451
2022-07-18,2296942,10068856,10797863,3981734,32735368,2226200,16536104,21860656,18950930,19297341,34867808,14541769,100000,15354254
2022-07-19,821665,544374,11833871,3376369,41821550,18218389,47462118,42350267,17837239,26871571,56843896,7835484,76197518,19816953
2022-07-20,6196118,22235842,8321601,6228003,34783891,19108512,30764863,48564182,19410164,100000,36162634,4007920,89004686,19273549
2022-07-21,1564798,8845923,8610826,8699684,2833465,13237490,8095602,32480801,14776421,9793429,57074067,6201633,61787343,8994808
2022-07-22,8023534,27099457,3794271,6365226,43691769,100000,33444055,17116757,21341159,9236037,34962597,15492197,100000,11203518
2022-07-25,11678507,20358112,9239546,4759845,1230810,20673427,55097301,20953418,10050210,20531539,33019297,1719779,52764061,7485877
2022-07-26,6551058,19247168,13257157,9826219,39935405,8379143,33724599,33990732,16135910,4691809,34836913,3773208,30179759,16321802
2022-07-27,6656448,17706158,6375168,3444623,36763252,4558737,85659458,100000,15027798,16714874,51895409,5137763,51269624,18082161
2022-07-28,100000,25752883,9774315,5560380,25725073,5770312,64628141,4404215,13727918,13844906,9399310,705252,59566904,12210805
2022-07-29,7719255,21637311,8398201,9211827,36935531,12020629,75241553,22385725,15904447,8852518,29174143,7249264,66680774,15099137
2022-08-01,5661332,34025244,5956758,1935440,13282767,15118981,125788077,50158958,10826345,10892783,49066825,9452479,55621921,20429589
2022-08-02,7291288,12154306,10214202,4722802,9988564,13546654,35172549,20460556,34936609,6671295,34553185,3618858,43525905,16372418
2022-08-03,2438760,41392354,15503787,6343765,38279123,11310883,13958723,2208357,24310781,12427087,22409771,12219234,85716621,703972
2022-08-04,5095300,36709952,13707807,6010095,24988501,20333495,29931911,37126033,24252851,13794797,34791397,8095178,28645128,13314681
2022-08-05,9503562,32522182,4705528,4209838,52388835,11598271,50901599,52047711,20124692,8800210,50396173,4068693,18060907,11023573
2022-08-08,3640974,18135768,8605483,9599010,24553756,10401233,58928707,29624170,22639689,100000,58515890,6427937,43208268,10355440
2022-08-09,4929575,29700196,11092955,4040218,14651066,13829482,53832157,16085604,22516422,22292230,16803253,15426250,41168693,10488496
2022-08-10,8536453,26370695,8459999,3367083,69604169,8428915,38247798,20483028,13281135,14983024,68059375,6076866,29101140,100000
2022-08-11,7930624,13164335,2904089,4820775,8640084,2234197,59446560,13061124,13158898,17733727,23858848,8196078,63590431,20692471
2022-08-12,8991076,12000651,5049895,2403709,32241384,12191903,77393470,69085059,9289171,12273693,34738619,11554537,37018123,14951126
2022-08-15,3782162,18976407,10671019,954775,31603607,14455791,30725518,15588117,20723712,19056060,17879511,6968772,67481620,23277127
2022-08-16,5423883,3600138,15955401,7298576,40692826,10369165,26354767,32061377,2328959,678194,41194703,11647449,8931128,3062902
2022-08-17,3241219,13221905,5494146,5377361,24937772,13688617,97651068,23976283,18293787,12677320,27647588,5843176,31030360,8709022
2022-08-18,3062434,16157080,4254167,4018911,25889526,10390879,21539756,45366296,12778591,8747685,26442215,6973752,75402101,8737834
2022-08-19,3078865,24403212,12705303,7976924,27754697,8623900,70128807,27615108,2791231,8858633,44406800,6194150,35839563,13290588
2022-08-22,5763228,24101050,9074903,5673391,56995914,8896828,44421312,19261503,17428650,20709436,34290512,7369367,31018547,9920336
2022-08-23,10550781,3006923,6543255,4537995,42970903,8341190,85868990,57431341,13225164,3397644,24664982,5476004,87112652,15937595
2022-08-24,9615751,35865552,7338229,3106540,17193163,2134495,42135775,16997932,18408893,21552773,27867502,12314591,84836208,30887364
2022-08-25,7470391,6897285,7547544,4333869,22066635,14681899,59057849,35752941,11353423,8372754,47911846,5664208,21349057,12592107
2022-08-26,3199965,3633752,11173817,4622482,28024023,4287253,16913115,22484649,4247441,10953339,13139390,8954219,44235266,17481966
2022-08-29,2882160,27393499,9047425,7689118,16559963,25464396,32561931,20256348,14125851,14413572,42587133,8755318,52369509,9625690
2022-08-30,5032570,32510801,1907372,3615599,5892619,473147,55332996,10705620,8645509,14615354,16589768,7277819,60017580,20438950
2022-08-31,7085732,21533393,7606189,5808364,19784738,8969309,32851733,20721630,1047034,18612400,46965563,100000,15198566,17002157
2022-09-01,7524032,25612965,15578750,4846907,16328496,23603883,17589874,31899218,21788730,6067718,61928545,8884076,17737043,16249855
2022-09-02,6587834,27947225,12628298,3655469,53632073,10184075,101595683,11883738,10650422,6515532,21284031,3189419,59215481,12473981
2022-09-05,5608883,20898756,13216208,5967698,31257424,7477718,48768957,41997986,14219458,15760465,20750132,9479451,73662678,19332476
2022-09-06,6511900,24268764,4729964,6124944,7510242,3943667,77494837,31603843,100000,10168169,73000320,10034610,39864840,16967830
2022-09-07,4262945,15736425,9590480,3654138,25370551,12146518,96236677,11719560,12039259,11212019,51459903,6946485,37523759,21839339
2022-09-08,1640528,18285636,11978889,3974960,36569422,5486002,36390053,31565957,20653985,4316845,31331245,100000,53428958,6632465
2022-09-09,5031508,28045503,8424176,3144506,40974864,11595667,47164533,35209565,100000,15080366,35398914,1380393,53334089,14193352
2022-09-12,6421173,33276957,12927959,7985423,32969472,17618218,51160656,35934143,14210663,7428039,15185853,10935749,55091892,13229372
2022-09-13,5506662,18367809,4644160,8892321,37904893,9143469,60875344,28254227,9858126,22133605,100000,2417796,109024105,10774101
2022-09-14,1398368,11671398,8988626,4441925,27893606,16249501,76781705,38639841,20907162,4288903,36134163,9500106,27535238,14453682
2022-09-15,5257869,47984640,5712466,7089978,27930546,10612888,73309199,21293769,11630407,6639778,27942592,4679872,27967190,17477836
2022-09-16,4079254,23418238,14120845,3234833,79379664,20785990,66991827,22227705,18862816,8960522,48772233,8179949,39313115,16856389
2022-09-19,9813038,2608072,7899178,4568949,20968272,17263204,41350846,20709872,20068776,19062980,37090031,7167947,51540679,15311110
2022-09-20,7534739,15106428,7267565,7220464,11109124,20428988,49068572,15141533,12730293,9996434,30461829,5988502,32860437,7361865
2022-09-21,100000,100000,3507868,3970810,23426713,13506845,18394263,28389974,19039315,1219624,29637828,8549077,37735188,15220742
2022-09-22,6031568,22390127,11486737,4319613,28364083,20451174,66818588,43336244,13339816,16838957,5837372,10517996,22980804,4753852
2022-09-23,2539191,22414283,9917525,2691065,6503156,8475208,106196449,11327369,17913691,16034683,15986939,4340891,26697769,14516698
2022-09-26,1609659,20933551,8048810,4072645,37511481,10593372,55725996,63639427,8037476,8588089,16690052,7304246,13151135,9679605
2022-09-27,100000,16544749,10572407,6633734,20847969,14858135,83678494,8784152,8074340,18855243,50601451,4344367,62128405,20052351
2022-09-28,8461256,19790682,12474396,6662664,100000,4620207,69913170,34925751,6375825,23560152,47651980,9470623,35792186,12334073
2022-09-29,8862693,26892523,8942996,3662045,29682665,9765009,35844816,50484085,17306445,9006991,40987484,10136204,69474092,6704967
2022-09-30,1471081,30606999,9928226,2398516,17812208,13646354,27468102,64727654,24520422,11546558,68717281,4800632,64282951,17259621
2022-10-03,9174176,18099619,10322775,6835579,45199805,8758894,21232676,39649359,22641545,10661501,41433474,8363820,97165110,12681772
2022-10-04,12067406,23710607,969985,679584,14841561,21189505,52243334,42700194,13450333,13853524,38089168,10492812,47015895,11585063
2022-10-05,5275112,28227881,10037442,7521163,21875171,15582506,62974365,25656853,14049846,17743740,27477739,4123590,56337145,10833289
2022-10-06,3225630,33103682,1473456,9290012,35165302,14714623,64262399,40376233,21560143,23225813,32008110,4039081,24114729,9094358
2022-10-07,5668419,14994473,8153218,8030527,24457626,7844690,21279189,29587798,25369439,11366247,20959332,7333375,45381476,17778413
2022-10-10,9320245,38567683,10410871,6577804,15826097,17443665,79644227,25843252,100000,18426638,58906551,2246541,60255697,11435191
2022-10-11,9753483,30002326,704403,5955180,15781683,2824102,35612479,26829215,11415841,27157871,45691494,8178571,16993119,16599611
2022-10-12,5779201,20385624,8332902,4380509,47989076,13776063,52298592,28923083,16483573,15994842,33716697,7858138,63286535,15835030
2022-10-13,3179800,19991015,6686479,3759271,21973775,17920772,33438892,33605463,14974584,3414885,33023547,11010522,54083216,19225439
2022-10-14,6597378,22578481,7113064,4597483,11967132,11716947,20124425,6232794,14741694,7368925,60297893,12004468,48132755,13334228
2022-10-17,5595864,9939658,11277373,1990580,26214167,4126947,18215818,45571473,29865472,14521145,49745475,4767125,53446424,1613369
2022-10-18,6233152,12511550,15840858,333033,27803683,13741620,66777390,29092420,8884852,31315564,22517308,7200131,44682263,17613973
2022-10-19,4745188,8135688,11108956,3187888,38609173,2246186,49003950,12050614,10578540,14080176,10091408,6457497,56384799,11392411
2022-10-20,6446626,26244333,8225162,4713199,10734309,3153889,22168830,35986159,7939842,16653681,32680572,7929208,74356116,10949247
2022-10-21,400040,18498213,2654361,3098004,55477054,20418848,33974640,43440212,3176274,25495688,41732213,2446386,84940297,27178374
2022-10-24,6938273,24427581,13677467,4755372,21869621,17269030,84325087,12794267,10217729,27363965,5266523,9109206,36775639,19706077
2022-10-25,9225240,29974655,7459755,5728269,55889739,1072532,70986529,39472411,7995763,26011658,4668570,9573209,57528093,15035604
2022-10-26,5323290,30221718,1274251,9218925,33036330,5066861,64384273,20526751,13044553,18088436,29437956,5803199,26270098,11084861
2022-10-27,6252526,918752,3427891,4699221,38498710,16024157,101246192,29459563,21938262,11285549,50817623,100000,110472495,13824075
2022-10-28,1159814,17753635,2967959,4980404,42382656,18350713,86286460,30544967,10076014,24499550,40834248,4663958,70282232,100000
2022-10-31,7413131,6686010,3597927,2644646,23777881,12662950,50155938,25910203,21681112,20714550,38684926,5244066,27239506,19503969
2022-11-01,8609328,14064005,12240984,5253695,9649442,8796990,35896092,22472062,22396008,5699053,30694879,6418039,87190486,7343964
2022-11-02,10709092,100000,8928119,6787206,40748728,14585833,112945737,34150328,14548468,13925393,53972564,6145865,9596942,4126903
2022-11-03,100000,29628674,10319715,7066123,62528599,19146748,78968800,9844257,19072760,12869827,49845920,1830238,28557307,6151094
2022-11-04,7437245,2714921,100000,4922168,30152955,8731105,35840032,23936045,21663363,5389416,71109832,7350819,34839365,9663973
2022-11-07,765234,9993089,11240507,4557295,30842456,17880155,16471364,1460089,12558298,9875995,34295285,9540926,44267500,15404621
2022-11-08,7033221,11197563,10680455,3444716,34988167,7338091,100000,19047741,13674115,13888164,58732435,4876538,65082062,12869884
2022-11-09,4252136,30481693,847588,5439204,8094608,6594063,17746633,13393832,18094484,11229271,29865063,6196670,27761028,7068626
2022-11-10,7354952,21667699,3066691,7873015,47635831,15093744,37412657,19790296,18790964,17971061,30608910,6595523,38492414,8480155
2022-11-11,7150300,14155313,12744746,7613845,11373315,16745757,82249977,28812414,14856789,6823264,42898308,11420841,46098454,5020477
2022-11-14,6126902,8799944,5701371,6351669,52421525,14651739,73644687,36315288,21048465,10746996,33084814,4824857,66278560,17659231
2022-11-15,4540007,24186788,12222420,5996336,33909699,10473920,55879058,55510384,13899217,7514303,28290455,7741895,41352495,17986629
2022-11-16,6358976,2767013,8163967,5529419,49183426,13696874,64424623,32781257,19482902,2817359,46986263,8730072,56596739,22119579
2022-11-17,8643316,11615223,6039899,2383841,3233559,11697566,30020480,6017930,18228749,10409943,26564950,5461415,60274747,12175241
2022-11-18,6669475,38624531,7554550,8219886,43169990,12625550,17055030,19381428,10478513,8479116,75059129,3323687,61914031,13806477
2022-11-21,8207887,30705557,100000,7088818,32825586,16687549,43571449,15008297,25767572,19347354,44710042,6336378,100000,15604572
2022-11-22,1797875,5750822,9669268,1679356,26243602,6146619,73593326,9897434,22462420,16619770,46913078,100000,56834720,17532074
2022-11-23,6071558,33858211,3251964,4625925,47187494,16437676,50382713,46555492,7275856,16101556,43956060,7660638,5925439,1484311
2022-11-24,4458357,20482947,691683,3127678,41656747,20519443,66737793,33059084,20405601,14579724,71476357,3708610,49479853,9550394
2022-11-25,8169534,28438573,2105582,10476357,32658339,6893570,50170853,36031095,12853108,8960279,63246842,4352920,45260323,10551418
2022-11-28,7444434,24696828,4431463,1880904,100000,19235081,17292128,7397705,21195544,4862478,56497458,13864056,66109878,2863400
2022-11-29,4371779,18600347,10499209,5576775,25184902,12927008,56357245,32705250,23592754,16343453,64402836,7519343,1995945,19916657
2022-11-30,6334555,22473386,4877593,6829767,43582728,15345357,39802770,39284632,19484894,100000,36538063,5588954,22087319,2463360
2022-12-01,5469541,33021861,11178648,2057729,20600328,4019611,75980856,30837723,24314561,7428885,57141667,6065520,39152198,3817229
2022-12-02,7036331,37475496,11718189,8047202,34545624,15531926,10331857,23392281,19639995,18620236,42652568,8769439,40241953,9597077
2022-12-05,6907825,23401075,12040826,2952281,39755862,100000,87011530,48244933,12109495,10359903,59142885,6541104,56533684,11079169
2022-12-06,6083812,11933672,15585871,2823530,48857133,4799514,18905305,45483558,100000,20913691,39190188,2918644,20284230,21659725
2022-12-07,1947535,20155853,10035989,7059120,33319898,2986802,42292067,26966837,6450929,22484760,40813296,6201618,55673532,25717714
2022-12-08,10250222,42562455,10484293,4821268,16171667,5724222,12698872,33144792,10701924,12911745,17927360,6995918,46673221,14002478
2022-12-09,8987382,28122237,5510982,2321566,48548071,8484344,74255629,27201893,19014037,22165219,11461388,8669148,85309666,8372701
2022-12-12,6145787,28648937,100000,2599587,26385180,11813443,21812767,5922060,5545227,5468596,55406771,10249136,23000546,5212761
2022-12-13,7408530,23282707,9434907,2279474,37714895,100000,35866434,13426822,4686953,1783044,40666159,4071153,71824124,16809677
2022-12-14,7650857,28772505,2566142,3291797,20402568,14168864,74858448,12072379,11902198,11923665,44987328,9042559,44117095,5142316
2022-12-15,3851464,17414902,2444298,3512531,10509910,9813983,36731084,40445433,12779317,24712859,42435404,6170873,33568902,11003884
2022-12-16,9536173,24516188,3392863,9253381,11259473,16807186,47354984,12110470,15870767,11682470,22515685,6585259,87978348,19622938
2022-12-19,100000,10994615,10756265,9933866,51305009,15027049,63657582,22175390,24823113,21995453,15775878,2529562,39115312,16440636
2022-12-20,869817,7252514,12047223,4523131,29396960,16894242,57939192,32964345,11235323,19228903,56842924,1589274,59855865,8294718
2022-12-21,3780463,10564915,8776372,2377758,40891045,11379993,54536699,19600056,13953608,21263033,45920839,5590625,44519063,17406133
2022-12-22,6870259,33396721,3621822,9701259,60916928,14453888,34875099,41076759,21809345,8767833,60551213,8781169,44265794,8397958
2022-12-23,6274395,7693205,6972966,7011912,44030744,12481768,39579736,27136352,8110994,20175388,17333484,5934442,64931397,21211409
2022-12-26,6096639,41722809,13852104,6554634,58472701,14091348,59989478,13217764,23947885,100000,38244636,7378616,68512328,8150820
2022-12-27,5672485,29976937,7045391,3484027,14217757,10507595,42214694,50511001,7524448,16405873,51483820,100000,31098219,20387615
2022-12-28,4939198,30708118,6084521,4977769,30059461,100000,55545253,40036196,11814493,18284756,70008223,7765162,32927543,7575768
2022-12-29,2131375,7178029,13615291,3061582,16664332,15025857,1962338,38229821,9602035,13833081,45296031,10503074,100000,18282081
2022-12-30,1833268,15339069,17385868,4123065,13990499,13695536,48593221,31105558,27051272,26585568,44056637,4409795,41516687,16696024
2023-01-02,2105532,23822492,6789258,10100683,20874070,15322857,62403915,31644883,15973050,24348578,24272037,8606648,84803033,8347203
2023-01-03,2667642,21073392,1505952,8527539,18794917,10948766,65594019,30408492,13695605,17151978,33587325,7177230,88627492,24743020
2023-01-04,1721532,34457686,8437229,1420410,21190067,20847984,44096038,18253895,6021512,6609689,12671653,3808452,49899199,4018937
2023-01-05,1658885,16359426,6752741,6166140,31306373,10983771,57128399,20303526,24036983,7910426,25106074,5671622,88633151,10708979
2023-01-06,5077237,30311771,14133942,3117444,34839533,11023635,34393590,28911511,21375589,13231880,55842942,9332631,78804279,6414626
2023-01-09,8988335,31352967,2918355,2428631,44615413,12721939,84095353,29659430,9973017,22782844,22825768,3061064,66102076,14681085
2023-01-10,7177754,22813885,4394727,4624041,38465908,15350411,40872445,41545283,15349990,12392758,37623742,10857919,18049049,14730513
2023-01-11,3158563,20027485,6619651,2171823,59305843,5738754,80679683,19231999,18166017,6040870,27716676,11684884,43278950,6194144
2023-01-12,3852999,5260157,10939274,7641676,61675106,18102224,46555751,61547536,17685104,20595899,42321734,4853740,25418745,12429038
2023-01-13,11462156,23305734,3824844,6851501,22592510,14285414,20614264,38999951,11477714,27664460,25777939,7817325,23370531,22220798
2023-01-16,4414855,29716936,12479776,3272581,33792685,21860005,43517050,31272603,26769831,1467498,43542655,8770982,58087909,16165503
2023-01-17,2685323,13611593,6127573,10943446,30296926,13571196,24693012,22831490,13500199,9757543,44219667,1053002,64777027,23211945
2023-01-18,5034958,8064501,1974142,8264422,14722237,12731579,42529817,17581456,13734454,21592787,24910079,7869741,100000,15319963
2023-01-19,4208075,14488192,4684588,3528456,43740544,4317492,23930945,35010472,22666657,15364325,14773150,100000,38437486,3312589
2023-01-20,3363596,18218809,2571170,12055337,42378789,11237145,43645859,26449872,20811516,22863928,18202308,8444345,23399614,6981228
2023-01-23,5984696,26734663,2876637,4547600,40552980,5140781,73496344,30426605,22174236,8687265,49573424,2357747,50350154,12965068
2023-01-24,9608602,21864221,15948403,1943171,44059721,100000,84529747,32447118,29674566,8209164,6603000,10414782,31683877,6589910
2023-01-25,1999192,12287690,8684044,2574133,20661703,808864,34135710,17883646,10115245,13988553,21596579,4753054,57267950,13559181
2023-01-26,7024564,100000,12436321,5511283,49660289,7427598,67108805,27754493,16360324,10669786,37086296,4751400,79359679,19544088
2023-01-27,8788606,35043271,6452429,5874514,48899610,9231586,86695215,38434676,9095419,12720045,59860557,7170951,51670064,21265992
2023-01-30,7207784,5432080,10597062,4963153,100000,10422272,20603959,36170996,11199713,11643289,50427444,4372169,69564674,12428212
2023-01-31,8926232,17658602,4850160,3574506,23464786,15327561,7073794,19075178,9162917,100000,28393014,4044508,82664218,8026456
2023-02-01,7463315,19274329,15075973,9861115,37483084,2709564,15223299,34470891,14631996,11763174,26134482,10693003,53651981,18608327
2023-02-02,3831353,1167371,7094857,4216895,72991070,1085877,48091756,30024605,21428337,12763410,34314589,8358569,16085398,16877591
2023-02-03,11165006,4451239,4690058,4271803,33946015,10197643,100000,34650298,12528282,16863630,63425037,10401323,20219019,12552761
2023-02-06,7412293,100000,2939648,100000,35087678,9845210,77538612,21375103,16404410,13399486,14825501,7641862,47195722,9343192
2023-02-07,12602108,29413344,3468684,1886081,26196979,11704979,100000,34525564,8452128,5707720,14987368,4377951,95214453,840736
2023-02-08,407029,17263158,2949746,9078842,28842133,9826999,49029801,25774211,9577357,6050357,35373823,7483603,4711782,14827489
2023-02-09,12913102,18755974,15134198,3499389,53117247,3262314,57161770,25807563,4761652,15132349,44766583,6572340,60599327,15344973
2023-02-10,8422694,20394695,7240339,8336801,31669206,13316707,66306876,50021403,12584375,5889735,19891428,5210980,55989121,27279748
2023-02-13,7266502,2244458,6940138,3499525,52415996,21948054,77081860,30449590,14053048,100000,51473346,10111338,64310818,10423955
2023-02-14,3170764,1179169,21494019,3158856,26812762,7590650,89683653,25363636,14882750,18872149,51615154,8136558,47135720,14885789
2023-02-15,8063300,23012897,14318777,5824168,36238641,7339193,58937170,49505127,9456157,12762283,35950544,7678754,50164755,14657441
2023-02-16,9406425,17384643,3033904,6177495,2946553,3782002,34638984,26358553,17664736,19118896,28628026,5341217,49003594,19070679
2023-02-17,713795,1524769,13590589,1844770,21411379,16190213,53911118,41629319,13658876,15174664,39952684,9897979,23307607,18274973
2023-02-20,7559611,21944168,6674024,3964585,25451306,21151084,59038550,41238433,8809295,6355840,100000,5436214,100000,22260100
2023-02-21,3981748,22742916,7595208,4978222,29334055,18193362,55192991,25495680,16071614,5798248,2173644,8397887,99914586,15977361
2023-02-22,7581975,26921912,5716042,5529296,28411941,11824031,37502423,10953376,15793751,20439274,44413531,10295692,43663143,16306894
2023-02-23,2852588,24757540,7510217,6333347,27737745,11990103,79021877,50502631,14196750,19702303,9456088,7047946,22761091,20346222
2023-02-24,9621649,24240962,5672686,5201992,48837936,7188354,39696021,26723273,23644742,11527291,23022796,9610466,77271000,14391501
2023-02-27,5647616,18747967,6744758,7942650,23260976,5468020,46335926,43873299,18163803,6304173,40712522,9216416,37579184,12910757
2023-02-28,8088017,29909165,6421249,11276506,39791123,17289838,28557691,25140658,35406016,18726273,53184253,2607520,56740224,22375236
2023-03-01,8725140,27492941,10028624,2548320,30672991,11642268,72111775,28894012,11900227,2093023,43946767,8768375,61732113,20120159
2023-03-02,6762369,16248354,10164541,4681261,25366276,874504,103324550,16205055,15815558,11542017,35214447,4392062,32647576,9937344
2023-03-03,3327063,100000,8674514,3109270,62140366,6552347,78837403,9359903,6427811,22496560,36513896,7933782,65542497,11878408
2023-03-06,7744708,13361499,14140325,2838322,39351882,927853,22821816,59309000,11476583,13187799,29212631,9450027,43847889,13397862
2023-03-07,5601006,8472432,12458188,4444563,28218541,5987214,29361485,50548882,792007,10422369,37016799,8900945,73115367,17789036
2023-03-08,6441577,48527212,13475096,2591528,39397727,20323385,10816915,32729140,18967462,8492968,34695764,6713547,76442797,9324452
2023-03-09,4809146,8835309,5102133,7056286,38814071,16081084,56784871,52043077,22497611,14130769,53010494,6089691,68133445,1557844
2023-03-10,618171,30115547,3423300,10946882,28649671,11772946,61123193,8724619,13158229,22026674,36510714,11659075,100000,18025921
2023-03-13,6054949,4004439,9256639,5132319,15321179,15020859,32636263,59218592,2589534,14726734,29871201,12680258,59143651,11314383
2023-03-14,4123025,4072192,9810322,3855167,24297838,15532007,35643004,11163348,31664811,18113445,52616449,8114336,75790744,5242852
2023-03-15,6765255,31077876,4068232,1123360,100000,11138796,2402346,29809751,11923597,19234371,39816987,100000,44354352,3430046
2023-03-16,5777243,14149469,9470490,3818838,20667832,18042432,46499445,54869700,11605821,24044517,43943144,2437989,10723801,20925065
2023-03-17,4334271,44280912,1135218,6566165,39873027,8455598,32107871,24300657,21131556,7660170,10076815,5586974,44747539,20682354
2023-03-20,12157961,36479790,6735946,5678265,34452572,12491462,32331129,18075097,7800460,20223125,18915387,9862399,22091431,15352801
2023-03-21,4963763,16000728,2836740,2879487,25997233,12272023,105644904,33412438,9751514,20879983,38389841,6956273,50463460,10024489
2023-03-22,6117902,5062562,9812272,6689090,37184573,11902268,65711669,48341953,20474550,2467691,53280664,12369497,39816280,11247471
2023-03-23,11407738,27637819,11334794,2715605,44481263,18602938,48566342,35352864,25179119,11190207,49768608,8512509,57371577,9275867
2023-03-24,2916539,17849626,100000,6311858,31938994,13332539,54779042,33225856,13291809,17416851,23693667,9129953,100000,8504997
2023-03-27,8353271,31559422,100000,6644392,26122269,7177761,36857414,377522,4366643,13407546,43400806,822319,81314972,11164460
2023-03-28,3684653,37383774,14556458,5365851,26499084,16787121,73132779,17051894,22430468,17838266,57442183,6875476,67412033,6366633
2023-03-29,5203140,14535735,3362074,8933516,16712048,21478089,42532728,24262086,100000,18406196,29224348,8562448,20899967,6135347
2023-03-30,7048537,25761903,5890921,2819872,42148922,15623999,22518038,20981069,19027137,13198668,26755855,6207875,53740755,2865772
2023-03-31,9254692,13766319,3851273,11100303,61155217,17493896,89435428,13855791,5049440,9454046,49609421,4659888,71088562,4479076
2023-04-03,2874815,31233055,12847919,1382737,11078323,2439588,29877514,25760353,12489260,12065301,61070892,7990003,35162679,8166729
2023-04-04,6635498,10483277,11947475,1742969,21876041,13306752,99804369,26967788,17629221,5359438,39742775,5170083,47206492,4608474
2023-04-05,3697764,29377811,6727100,535452,34647348,9754453,71617424,14732582,7830110,3963395,12985934,5762234,948680,17259163
2023-04-06,7780097,23922079,10884539,4078334,25415246,5148357,66012815,43957481,11797240,18285594,46248153,5563309,100000,11517354
2023-04-07,8734545,5472369,9261360,100000,39420567,5353013,25601640,23471950,11910319,20053270,46085088,9975803,17634902,15836849
2023-04-10,7847184,6644827,9362126,5438911,17047935,16818904,85492015,33795233,14383717,5564710,45175844,11068084,35764263,11166324
2023-04-11,3514937,18666832,10677364,5447967,100000,15833207,108173856,25290448,16563319,17133675,26338411,10406709,90548122,9289961
2023-04-12,2638755,13895888,8088005,3197579,44100887,6539659,24286348,34924528,15277007,15649604,77290604,100000,48759815,19255521
2023-04-13,5376948,100000,6022692,4368956,41532882,18829325,47254105,3579055,15484738,3624272,66649139,6059751,100000,9073653
2023-04-14,2272452,2700063,11742069,4828924,42851534,12710459,27175621,21128283,23486183,27319718,34422508,9043440,53644394,8663689
2023-04-17,7394817,6852366,8773527,5182425,59427518,16114735,40776542,7012889,26303947,12165593,17255215,6127397,59548010,16385717
2023-04-18,10039438,26706023,8071636,4017566,22816359,3625739,45061282,19681306,18867964,16641142,26373205,8254157,29494045,11399917
2023-04-19,3567127,19032843,8574202,4210527,57806199,4304203,81168622,9792088,17462399,16093795,49404585,6434772,50359315,16841276
2023-04-20,7421300,10057504,5597400,5791819,52805959,4000704,14184560,34930430,3580049,14271102,45719420,4446949,77872718,10435872
2023-04-21,3551731,14910196,2765592,2288521,25566997,18102757,66994349,40127475,100000,17409496,48005239,9200774,41050759,1843868
2023-04-24,9577909,29794674,5551216,3977012,12531108,8877464,67968455,42006829,12636491,24418893,43346071,3619384,37853463,9747427
2023-04-25,8858672,35517134,9024406,7973406,15306578,15991495,26688565,22914064,27027008,27877379,53178321,5352382,31896754,18103283
2023-04-26,5647486,5158280,7769415,2975943,40249930,27622061,49855307,30385461,13366083,15416048,23972932,7397277,60362810,4114439
2023-04-27,8133197,13542187,3687170,2584109,14212814,2502065,35137856,25923823,20734210,16121606,22206003,2742194,37416566,11356528
2023-04-28,8345373,24610841,2394462,2214668,33467831,11789845,52277514,8245081,13740139,27717134,40976649,7104291,50209960,1407117
2023-05-01,2375957,16745672,3179347,3035925,26738242,7569264,94832435,49887422,16494969,13664163,17350297,6586834,27759999,12647804
2023-05-02,7338503,32854910,7413145,7221546,33890983,17804824,27783009,3156459,10403984,7794054,8379711,5220061,36027721,14984965
2023-05-03,4052687,8885011,14610271,7372357,43742134,10495052,56583444,10309743,21065305,10315173,40291687,6302475,97775554,8376907
2023-05-04,6247636,15287727,3223980,7255012,36082104,18134544,26588291,10597402,15477862,13129580,24703094,5735671,29977046,15892294
2023-05-05,4870311,22316292,11019007,6410985,43042774,12113189,67148843,38882436,9303170,9964146,38905127,3800636,87323116,100000
2023-05-08,5967541,20082489,2449628,6160561,58819454,3293627,57187633,6602064,3184443,23087203,41379929,5211716,22241266,26500866
2023-05-09,8589899,16487015,11241732,7544991,1259029,9409248,63926547,26163521,21143375,9314110,22566128,6844967,89551596,20977865
2023-05-10,2519251,22667105,5345706,4006038,34155398,14731093,36262160,42314362,18140800,4892002,37399086,11011618,46260341,17637478
2023-05-11,738052,27022214,7759926,7317181,29345337,11697269,21158056,23643000,16867658,13956141,26508210,4009810,58930680,18815259
2023-05-12,4566102,14652908,10978824,8535583,30161495,5999396,10117645,11637343,8615731,19361835,9232947,4550330,26677299,17293716
2023-05-15,9134186,18923841,8471652,1056852,100000,12531824,49498350,20323093,21106134,18966809,45511372,5732941,56494587,16534935
2023-05-16,3240014,7487124,9106514,4420223,33242167,174047,62497288,8097357,9811815,11889011,59426223,11719048,59084913,21076727
